data_id,pred_len,auxi_mode,mse,mae,exp_dir
Weather,Avg,Dilate,0.258257620036602,0.27999431267380714,
Weather,96,Soft-DTW,0.17343652248382568,0.21262948215007782,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_96_0.9995_0.0005_0.001_type3_100_5_128_None_soft_dtw
Weather,192,Soft-DTW,0.2203643023967743,0.2546378970146179,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_192_0.9995_0.0005_0.001_type3_100_5_128_None_soft_dtw
Weather,336,Soft-DTW,0.2810061275959015,0.2962232530117035,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_336_0.9995_0.0005_0.001_type3_100_5_128_None_soft_dtw
Weather,720,Soft-DTW,0.36944347620010376,0.35527363419532776,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_720_0.9995_0.0005_0.001_type3_100_5_128_None_soft_dtw
Weather,Avg,Soft-DTW,0.2610626071691513,0.27969106659293175,
Weather,96,DTW,0.1789347231388092,0.2189924120903015,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_96_0.9995_0.0005_0.001_type3_100_5_128_None_dtw
Weather,192,DTW,0.22285906970500946,0.25665202736854553,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_192_0.9995_0.0005_0.001_type3_100_5_128_None_dtw
Weather,336,DTW,0.2811080813407898,0.2975822985172272,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_336_0.9995_0.0005_0.001_type3_100_5_128_None_dtw
Weather,720,DTW,0.35627976059913635,0.34693992137908936,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_720_0.9995_0.0005_0.001_type3_100_5_128_None_dtw
Weather,Avg,DTW,0.2597954086959362,0.2800416648387909,
